# BLASTN 2.10.0+
# Query: minus1
# Database: Reference/C_reinhardtii_v5.5_reference.contigs.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length
# 35 hits found
minus1	ABCN02000738.1	100.000	17	0	0	1	17	308847	308863	0.10	34.2	35	936105
minus1	ABCN02000738.1	100.000	17	0	0	19	35	309120	309136	0.10	34.2	35	936105
minus1	ABCN02000738.1	100.000	14	0	0	4	17	21333	21346	6.4	28.2	35	936105
minus1	ABCN02001363.1	100.000	16	0	0	20	35	136219	136234	0.41	32.2	35	223821
minus1	ABCN02001113.1	100.000	15	0	0	3	17	29450	29464	1.6	30.2	35	335150
minus1	ABCN02001113.1	100.000	14	0	0	1	14	271027	271040	6.4	28.2	35	335150
minus1	ABCN02001113.1	100.000	14	0	0	1	14	251999	251986	6.4	28.2	35	335150
minus1	ABCN02000506.1	100.000	15	0	0	20	34	67547	67561	1.6	30.2	35	443087
minus1	ABCN02000018.1	100.000	15	0	0	21	35	71193	71207	1.6	30.2	35	405828
minus1	ABCN02001331.1	100.000	15	0	0	21	35	400446	400432	1.6	30.2	35	452658
minus1	ABCN02000819.1	100.000	15	0	0	21	35	445235	445221	1.6	30.2	35	699889
minus1	ABCN02000819.1	100.000	14	0	0	3	16	266319	266332	6.4	28.2	35	699889
minus1	ABCN02001227.1	100.000	14	0	0	22	35	77899	77912	6.4	28.2	35	130478
minus1	ABCN02001008.1	100.000	14	0	0	22	35	139592	139605	6.4	28.2	35	278758
minus1	ABCN02000942.1	100.000	14	0	0	22	35	232261	232274	6.4	28.2	35	349778
minus1	ABCN02000825.1	100.000	14	0	0	1	14	117881	117894	6.4	28.2	35	316328
minus1	ABCN02000825.1	100.000	14	0	0	1	14	141703	141716	6.4	28.2	35	316328
minus1	ABCN02000808.1	100.000	14	0	0	19	32	84084	84097	6.4	28.2	35	307797
minus1	ABCN02000798.1	100.000	14	0	0	22	35	62325	62338	6.4	28.2	35	354166
minus1	ABCN02000309.1	100.000	14	0	0	20	33	101863	101876	6.4	28.2	35	138537
minus1	ABCN02000199.1	100.000	14	0	0	22	35	2811	2824	6.4	28.2	35	85197
minus1	ABCN02000138.1	100.000	14	0	0	20	33	64767	64780	6.4	28.2	35	707277
minus1	ABCN02000138.1	100.000	14	0	0	22	35	682329	682342	6.4	28.2	35	707277
minus1	ABCN02000138.1	100.000	14	0	0	2	15	273700	273687	6.4	28.2	35	707277
minus1	ABCN02001450.1	100.000	14	0	0	22	35	28769	28756	6.4	28.2	35	127161
minus1	ABCN02001012.1	100.000	14	0	0	22	35	13112	13099	6.4	28.2	35	113512
minus1	ABCN02000977.1	100.000	14	0	0	22	35	104747	104734	6.4	28.2	35	144792
minus1	ABCN02000951.1	100.000	14	0	0	22	35	2993	2980	6.4	28.2	35	102001
minus1	ABCN02000741.1	100.000	14	0	0	22	35	118078	118065	6.4	28.2	35	310863
minus1	ABCN02000586.1	100.000	14	0	0	21	34	49509	49496	6.4	28.2	35	178318
minus1	ABCN02000494.1	100.000	14	0	0	22	35	83189	83176	6.4	28.2	35	1410767
minus1	ABCN02000472.1	100.000	14	0	0	22	35	108983	108970	6.4	28.2	35	111201
minus1	ABCN02000449.1	100.000	14	0	0	21	34	205645	205632	6.4	28.2	35	293779
minus1	ABCN02000233.1	100.000	14	0	0	22	35	116581	116568	6.4	28.2	35	160120
minus1	ABCN02000168.1	100.000	14	0	0	4	17	139927	139914	6.4	28.2	35	149693
# BLASTN 2.10.0+
# Query: minus2
# Database: Reference/C_reinhardtii_v5.5_reference.contigs.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length
# 23 hits found
minus2	ABCN02000738.1	100.000	17	0	0	1	17	308878	308894	0.10	34.2	35	936105
minus2	ABCN02000738.1	100.000	17	0	0	19	35	309158	309174	0.10	34.2	35	936105
minus2	ABCN02000506.1	100.000	17	0	0	1	17	129258	129274	0.10	34.2	35	443087
minus2	ABCN02001183.1	100.000	16	0	0	2	17	12272	12257	0.41	32.2	35	27937
minus2	ABCN02000473.1	94.737	19	1	0	4	22	40370	40388	0.41	32.2	35	839725
minus2	ABCN02000840.1	100.000	15	0	0	19	33	36102	36088	1.6	30.2	35	39521
minus2	ABCN02000585.1	100.000	15	0	0	19	33	48561	48547	1.6	30.2	35	74491
minus2	ABCN02000001.1	100.000	15	0	0	2	16	45011	45025	1.6	30.2	35	255926
minus2	ABCN02001367.1	90.476	21	2	0	2	22	104502	104522	6.4	28.2	35	360774
minus2	ABCN02001355.1	100.000	14	0	0	3	16	201102	201115	6.4	28.2	35	423719
minus2	ABCN02001355.1	100.000	14	0	0	3	16	210231	210244	6.4	28.2	35	423719
minus2	ABCN02001354.1	100.000	14	0	0	22	35	363876	363863	6.4	28.2	35	631466
minus2	ABCN02000970.1	100.000	14	0	0	1	14	27912	27899	6.4	28.2	35	393659
minus2	ABCN02000917.1	94.118	17	1	0	8	24	44430	44446	6.4	28.2	35	103858
minus2	ABCN02000873.1	100.000	14	0	0	20	33	145616	145603	6.4	28.2	35	211812
minus2	ABCN02000838.1	100.000	14	0	0	2	15	164296	164309	6.4	28.2	35	177573
minus2	ABCN02000808.1	100.000	14	0	0	2	15	279806	279793	6.4	28.2	35	307797
minus2	ABCN02000761.1	100.000	14	0	0	1	14	27014	27001	6.4	28.2	35	45050
minus2	ABCN02000728.1	100.000	14	0	0	4	17	237534	237547	6.4	28.2	35	265634
minus2	ABCN02000681.1	100.000	14	0	0	1	14	41103	41116	6.4	28.2	35	81086
minus2	ABCN02000542.1	100.000	14	0	0	2	15	303041	303028	6.4	28.2	35	307916
minus2	ABCN02000261.1	100.000	14	0	0	4	17	336923	336936	6.4	28.2	35	765808
minus2	ABCN02000193.1	100.000	14	0	0	19	32	4586	4599	6.4	28.2	35	6502
# BLASTN 2.10.0+
# Query: minus3
# Database: Reference/C_reinhardtii_v5.5_reference.contigs.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length
# 58 hits found
minus3	ABCN02001285.1	100.000	17	0	0	1	17	148553	148569	0.10	34.2	35	281215
